ID	Database Source	Article Title	Author Keywords	Abstract	DOI	Author Full Names	Book Author Full Names	Group Authors	Duplicate Title	Publication Type	Book Editors	Source Title	Language	Document Type	Conference Title	Conference Date	Conference Location	Addresses	Cited References	Cited Reference Count	Times Cited, All Databases	Publisher	Publisher City	Publisher Address	ISSN	ISBN	Publication Year	Volume	Issue	Start Page	End Page	DOI.1	UT (Unique WOS ID)	Pubmed Id	Date of Export	V=Action Coder 1	V=Method Coder 1	V=Discipline Coder 1	V=Group Coder 1	V=Geo Coder 1	Comments Coder 1	V=Action Coder 2	V=Method Coder 2	V=Discipline Coder 2	V=Group Coder 2	V=Geo Coder 2	Comments Coder 2	V=Action Coder 3	V=Method Coder 3	V=Discipline Coder 3	V=Group Coder 3	V=Geo Coder 3	Comments Coder 3
3166	WoS	Exploring academic staff engagement in depositing locally produced research content in open access institutional repositories in Tanzania	Depositing; locally produced content; open access institutional repository; self-archiving; research output; Tanzania	This study explored academic staff engagement in depositing locally produced content in open access institutional repositories in public universities in Tanzania. The general objective of this study was to establish the extent to which academic staff are engaged in depositing locally produced content in open access institutional repositories. The study employed a cross-sectional research design. Data was collected using a structured questionnaire, which was administered to 292 academic staff selected through systematic random sampling. Purposive sampling was used to select 14 key informants. The results reveal that 92.5% of the respondents were aware of the presence of open access institutional repositories and 46.2% of the respondents had self-archived their academic work in open access institutional repositories. Poor Internet connectivity, low bandwidth, and a time-consuming and unstable power supply were the challenges encountered by the academic staff in the process of uploading their work. Several recommendations are suggested to expedite the process.	10.1177/03400352211069157	Mbughuni, AS; Mtega, WP; Malekani, AW																					2022.0					10.1177/03400352211069157			44958	a=openaccess; a=opentools	m=survey; m=interview	d=none	t=researcher	geo=TZA		a=openscience	m=survey	d=none	t=researcher	geo=TZA							
3169	WoS	Exploring learning opportunities for students in open data portal use across data literacy levels	Open data; Open data portals; Informal learning; Situated learning; Data literacy; Information system design; Usability	Purpose - The purpose of this study is to explore open data portals as data literacy learning environments. The authors examined the obstacles faced and strategies used by university students as non-expert open data portal users with different levels of data literacy, to inform the design of portals intended to scaffold informal and situated learning. Design/methodology/approach - The authors conducted an observational user study, in which 14 student participants grouped by self-reported data literacy measures carried out assigned tasks in an open data portal. Data were collected through screen capture, think-aloud protocols and post-session interviews. Findings - Participants experienced numerous challenges in finding and using data, with some variation shown between the different literacy groups. The higher data literacy group primarily faced challenges using unfamiliar tools, which may be addressed by improving system usability, while the lower data literacy group struggled due to gaps in basic understanding, which may be addressed by increasing point of need instruction and guidance. Participants used several learning strategies but primarily relied upon trial and error, which was less effective for low data literacy users. Originality/value - This study is unique in comparing open data portal use among adult students across data literacy levels through an empirical user study. It contributes methodologically by proposing an instrument for data literacy assessment. It offers a novel perspective on information systems as sites for informal learning and skills development, beyond the immediate goals of system use, and offers concrete suggestions for the future design of open data portals for students and non-expert, citizen users.	10.1108/ILS-01-2022-0003	Li, AW; Sinnamon, LS; Kopak, R																					2022.0					10.1108/ILS-01-2022-0003			44958	a=opendata; a=opentools	m=other	d=natscie; d=socscie; d=hum	t=other	geo=CAN	about data literacy of students, OD from Open Government Data	a=opendata	m=interview	d=none	t=other	geo=CAN							
3170	WoS	Exploring open access coverage of Wikipedia-cited research across the White Rose Universities	open access; altmetrics; citations; preprints; open science; encyclopaedia	The popular online encyclopaedia Wikipedia is an important and influential platform that assists with the communication of science to a global audience. Using data obtained from Altmetric.com and Unpaywall, we looked at research from the White Rose Universities (Sheffield, Leeds and York) that is cited on Wikipedia. Of that research, we explored what percentage of citations were available open access (OA) and the location of those citations to ascertain whether they were hosted by publishers or within OA repositories. This article explores the importance of access to OA research within such an important and leading platform as Wikipedia and how well it supports effective scientific communication across society.	10.1629/uksg.559	Tattersall, A; Sheppard, N; Blake, T; O'Neill, K; Carroll, C																					2022.0					10.1629/uksg.559			44958	a=openaccess	m=document review; a=biblio	d=none	t=none	geo=GBR	altmetrics as part of biblio?	a=openaccess	m=biblio	d=none	t=none	geo=USA							
3171	WoS	Exploring Open Access Practices, Attitudes, and Policies in Academic Libraries		This article reports the results of a 2019 survey of academic librarians that investigated their attitudes, practices, and policies regarding open access (OA). This study asks if academic librarians write policies to ensure that they approach OA intentionally and systematically across all library services. The results indicate that, though librarians report favorable beliefs about OA and integrating OA into technical and public services, they seldom create OA policies.		Scott, Rachel Elizabeth; Harrington, Caitlin; Dubnjakovic, Ana				J		PORTAL-LIBRARIES AND THE ACADEMY	English	Article				[Scott, Rachel Elizabeth] Illinois State Univ, Milner Lib, Normal, IL 61761 USA; [Harrington, Caitlin] Univ Memphis, Univ Lib, Memphis, TN 38152 USA; [Dubnjakovic, Ana] Univ South Carolina, Mus Lib, Columbia, SC 29208 USA		33.0	0.0	JOHNS HOPKINS UNIV PRESS	BALTIMORE	JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, MD 21218-4363 USA	1531-2542		2021.0	21	2	365.0	388.0		WOS:000640109700011		44958	a=openaccess	m=survey	d=none	t=librarian	geo=USA		a=openaccess	m=survey	d=none	t=librarian	geo=USA							
3173	Scopus	Exploring the Researcher' Perception and Adoption Technique of Open Access Journals in Central University Libraries of North India: A Survey		The research study presents the aim of the paper that open access journal is one of the most significant primary sources of information, which is helpful in the reference of scholarly publishing. A research article was undertaken to look at the accessibility and usage of perception in the library's open access journals. An effort has been made in this research paper to describe the perception and awareness of open access journals. The motive of the study explores the many resources that impact on the research scholar to select open access journals for publication. According to the methods used for the analysis, the data was collected using questionnaires, interviews, and observations. This research looks at some of the most important factors and obstacles that people face when deciding whether or not to publish in open access journals. In the last, this article proposes that libraries serve as hubs for open access journals, assisting librarians, teaching and non-teaching staff, and research scholars in selecting appropriate journals for their studies.		Kanojia, N.; Verma, S.						Library Philosophy and Practice	English	journalArticle													2021.0	2021							44958	a=openaccess	m=document review; m=interview; m=survey	d=none	t=researcher	geo=IND		a=openaccess	m=survey; m=interview	d=none	t=researcher	geo=IND							
3174	WoS	Exploring the social activity of open research data on ResearchGate: implications for the data literacy of researchers	Open research data; Academic social networks; Open data use; Open data quality; Researchers data literacy	Purpose - Although current research has investigated how open research data (ORD) are published, researchers' behaviour of ORD sharing on academic social networks (ASNs) remains insufficiently explored. The purpose of this study is to investigate the connections between ORDs publication and social activity to uncover data literacy gaps. Design/methodology/approach - This work investigates whether the ORDs publication leads to social activity around the ORDs and their linked published articles to uncover data literacy needs. The social activity was characterised as reads and citations, over the basis of a non-invasive approach supporting this preliminary study. The eventual associations between the social activity and the researchers' profile (scientific domain, gender, region, professional position, reputation) and the quality of the ORD published were investigated to complete this picture. A random sample of ORD items extracted from ResearchGate (752 ORDs) was analysed using quantitative techniques, including descriptive statistics, logistic regression and K-means cluster analysis. Findings - The results highlight three main phenomena: (1) Globally, there is still an underdeveloped social activity around self-archived ORDs in ResearchGate, in terms of reads and citations, regardless of the published ORDs quality; (2) disentangling the moderating effects over social activity around ORD spots traditional dynamics within the innovative practice of engaging with data practices; (3) a somewhat similar situation of ResearchGate as ASN to other data platforms and repositories, in terms of social activity around ORD, was detected. Research limitations/implications - Although the data were collected within a narrow period, the random data collection ensures a representative picture of researchers' practices. Practical implications - As per the implications, the study sheds light on data literacy requirements to promote social activity around ORD in the context of open science as a desirable frontier of practice. Originality/value - Researchers data literacy across digital systems is still little understood. Although there are many policies and technological infrastructure providing support, the researchers do not make an in-depth use of them.	10.1108/OIR-05-2021-0255	Raffaghelli, JE; Manca, S																					2022.0					10.1108/OIR-05-2021-0255			44958	a=opendata; a=opentools	m=document review	d=none	t=none	geo=all		a=openaccess	m=biblio	d=none	t=none	geo=all							
3176	WoS	Extraction and validation of scientific data for the identification of publications in open access journals	Data integration; &nbsp; Directory of Open Access Journals; &nbsp; Lattes Platform; &nbsp; Open access	This work aims to identify articles published in open access journals registered in the Lattes Platform curricula. Currently, the curricular data from the Lattes Platform has been the source of several studies that adopt bibliometric metrics to understand scientific evolution in Brazil. However, when registering a publication in a curriculum, only basic information from the magazine is informed. Therefore, to quantify the publications made in open access journals, a strategy is proposed that uses data from the Directory of Open Access Journals, validating the publications and, thus, obtaining a process that allows identifying which publications were made in this communication format. Therefore, using the proposed methodology, which has a low computational cost, it was possible to quantify in an unprecedented way the publications of Brazilians in open access journals registered in the curricula of the Lattes Platform. In addition, having the authors' data of the publications, it was possible to understand how these authors are geographically distributed in the country, what their areas of operation are and how they have published the results of their research in open access. It is noteworthy that they are generally published in Portuguese and English. Over the last few years, the representativeness of publications in open access journals has increased.	10.1590/2318-0889202234e210040	Dias, PM; Dias, TMR; Moita, GF; Pinto, AL																					2022.0					10.1590/2318-0889202234e210040			44958	a=openaccess 	m=biblio	d=none	t=none	geo=BRA		a=openaccess	m=biblio	d=none	t=none	geo=BRA							
3180	WoS	Factors influencing Lithuanian researchers' use of open access repositories as a publishing channel		Introduction. The aim of the paper is to establish which factors and to what extent affect the intention of Lithuanian researchers to use open access repositories as a publication channel. Method. The model of the theory of planned behaviour was employed to better understand the intentions of Lithuanian researchers to deposit their publications to research repositories. A representative questionnaire survey was carried out to collect the data. The 545 respondents of the survey were the Lithuanian researchers who have a doctoral degree and work at Lithuanian state universities or state research institutes. Analysis. The obtained data were analysed using correlational analysis Results. It was found that the most significant factors that affect Lithuanian researchers' intention to submit their publications to repositories are perceived norm, perceived control and past open access publishing behaviour. The age and seniority of researchers are also significant. Conclusions. Lithuanian researchers differ from the general context of open access publishing behaviour in that the influence of norms on the intention to submit publications to open access repositories is greater than that of researchers in other countries, and the attitudes, although positive, are less significant. Lithuanian researchers representing social sciences and humanities are slightly more likely to submit publications to the repositories than researchers representing the natural science, medicine and technology.	10.47989/irisic2210	Maceviciute, E; Kepaliene, F																					2022.0					10.47989/irisic2210			44958	a=opentools	m=survey	d=socscie; d=med; d=hum; d=eng; d=natscie	t=researcher	geo=LTU		a=openaccess	m=survey	d=none	t=researcher	geo=LTU							
3181	WoS	Factors influencing researchers to publish in open-access: Is it a self-decision or a self-reinforcing cycle?	Open-access (OA) publication; Researchers' perceptions; Behavioral intentions to publish OA; Voluntariness of publication; Actual publications in OA	PurposeThe current study examined Israeli researchers from various disciplines concerning their perceptions, attitudes and awareness of scientific publications in open access (OA) journals and repositories.Design/methodology/approachA survey instrument was developed and distributed to 202 Israeli researchers from universities, colleges and research institutions. The study used the united theory of acceptance and use of technology (UTAUT) model as a tool for mapping the factors known to influence researchers to publish in OA journals and repositories.FindingsThe empirical model confirmed the mediating effect of the association between researchers' perceptions and the actual publishing in OA, through their behavioral intentions (BI). Furthermore, the BI are mediated by researchers' self-decision to publish in OA. More specifically, a researcher's publication level in OA depended not only on the positive attitudes (Atti), performance expectancy (PE) and social influence (SI) mediated by BI, but also on conditions that support researchers who publish in OA, and disciplinary affiliation to science, technology, engineering and math (STEM) which lead the researcher to voluntarily publish in both green and gold OA.Research limitations/implicationsThis study contributed to the cumulative understanding of OA publishing by formulating and validating an empirical research model of acceptance and use.Practical implicationsThe implications of the findings for scientific publication theory and practices are discussed.Originality/valueThe study suggests an effective framework to understand the researcher's final decision to publish in OA. This study's results are an essential step towards the cumulative understanding of OA publicity adoption and use by researchers as a global issue in general and in Israeli academic institutions in particular.	10.1108/OIR-01-2022-0014	Hadad, S; Aharony, N																					2022.0					10.1108/OIR-01-2022-0014			44958	a=openaccess	m=survey	d=none	t=researcher	geo=ISR		a=openaccess	m=survey	d=none	t=researcher	geo=ISR							
3182	WoS	Factors influencing the adoption and use of open access scholarly communication among researchers in India	Scholarly communication; Open acCess; Open access journals; Gold road-open access; Adoption and use-open access; Factor-open access	Purpose - The present study aims to examine the use of open access (OA) scholarly communication in India and investigate the factors affecting the adoption and use of OA scholarly communication among researchers. Design/methodology/approach - The study adopted a quantitative research approach using a survey method. Science Citation Index Expanded (SCI-EXPANDED) of Web of Science database was selected as a source for identifying potential researchers and researchers' contact details. A web-based questionnaire was designed using Google Forms, and a link to the questionnaire was sent by email to 4,237 researchers belonging to Science and Technology. Unified theory of acceptance and use of technology (UTAUT) is the primary basis for formulating the present study's conceptual model. Hierarchical multiple regression (HMR) was applied for identifying the factors that influence the adoption and use of OA scholarly communication. Findings -The study found that researchers have limited knowledge of different OA concepts, initiatives and resources, resulting in a deficient level of participation in OA publishing. The HMR analysis authenticates that attitude, facilitating conditions, Internet usage self-efficacy, article processing charge (APC) and researchers' working experience significantly influence the adoption and use of OA scholarly communication. Based on the findings, the study proposed a validated model to investigate the adoption and use of OA scholarly communication in different institutions, research disciplines and developing countries with similar conditions. Practical implications - The findings have several practical and policy implications for improving OA publishing in India, formulating OA policies and providing directions for further research. Originality/value - This is the first study focusing on adopting and using OA scholarly communication in India. Findings may be helpful in planning and implementing OA initiatives. The influencing factors and the relative importance identified in the present study offered empirical evidence to demonstrate the researchers' attitudes and perceptions for adopting and using OA scholarly communication.	10.1108/OIR-05-2021-0265	Nazim, M; Ashar, M																					2022.0					10.1108/OIR-05-2021-0265			44958	a=openaccess	m=survey	d=natscie; d=eng	t=researcher	geo=IND		a=openaccess	m=survey	d=none	t=researcher	geo=IND							
3183	WoS	Factors influencing the adoption and use of open access scholarly publishing in selected public universities in Kenya	Open access; scholarly publishing; scientific research; public universities	The purpose of the study was to explore the factors that influence the adoption and use of open access scholarly publishing (OASP) by researchers in selected public universities in Kenya. Using the Unified Theory of Acceptance and Use of Technology (UTAUT) model as a study lens and the questionnaire as the data collection tool, the study collected data from academic researchers in three Kenyan public universities, namely the University of Nairobi (UoN), Kenyatta University (KU) and Jomo Kenyatta University of Agriculture and Technology (JKUAT).The findings of the study indicate that there are several factors associated with facilitating conditions (FC), performance expectancy (PE), internet skills, and social influence (SI) that influence there searchers' intention to adopt and use OASP in the selected universities. Consequently, we believe that addressing the inhibitors of the adoption of OASP in Kenyan universities would be key to the successful and effective use of OASP. Enablers such as ICT infrastructure, staff capacity and clear policies should be enhanced so as to optimise researchers' capabilities. Based on the findings, the study makes several recommendations to improve the adoption and use of OASP in Kenya's institutions of higher learning.	10.7553/88-1-2049	Waithaka, M; Chilimo, W; Onyancha, OB																					2022.0					10.7553/88-1-2049			44958	a=openaccess	m=survey	d=none	t=researcher	geo=KEN		a=openaccess	m=survey	d=none	t=researcher	geo=KEN							
3184	WoS	Factors that determine open data readiness among scholars: experience from selected universities in Tanzania	Universities; Tanzania; Research data management; Open science; Open data; Data sharing; Research data	Purpose This study aims to investigate the factors determining the readiness for uptake of open data (OD) in Tanzania. Specifically, this study intended to answer the question that sought to find out the factors that influence the implementation of OD in universities under study in a view to aligning with recommended strategies for optimizing the use of data in the open science era. Design/methodology/approach This study used a cross-sectional survey design whereby data were collected using quantitative and qualitative research approaches. A sample size of 212 respondents was drawn from the sampling frame of a population of 1,846 researchers from the participating universities using both probability and nonprobability sampling techniques. A self-administered questionnaire was used to collect data from researchers while interviews were administered to decision-makers. These two groups were believed to have the necessary knowledge for this study. Findings The findings indicate low or lack of skills and awareness on issues related to OD among researchers and decision-makers. This study also reveals inadequate infrastructure to support open science initiatives including OD. Moreover, this study shows a lack of supportive institutional strategies and policies that trigger the implementation of OD initiatives in Tanzania. This study recommends that universities should uplift the level of confidence of researchers by ensuring all necessary factors determining the uptake of OD are in place before and during the implementation of OD initiatives. Research limitations/implications This study was conducted during the time when researchers in universities are in an infant stage of adopting the concept from the developed world. In this regard, it is important to carry out a tracer study on establishing the OD phenomena after a number of universities have implemented OD initiatives in the country. Practical implications The researchers recommend the establishment of institutional policy and strategies to guide the implementation of OD among universities in Tanzania. Including awareness creation awareness through providing training among researchers and academics in universities. The results shed light to decision-makers on the understanding of the role of sharing research data in enhancing openness and validation of findings to increase the authenticity of results among researchers. Social implications The authors have revealed the factors affecting the implementation of OD among scholars in universities. This study reveals the level of acceptance of OD initiatives and the factors that could trigger adoption of OD. Originality/value This paper presents factors that determine the readiness for the uptake of OD in universities in Tanzania from the researcher's perspective. This study was conducted to fill the knowledge gap that sought to establish understanding of researchers about OD. The gap was established through literature and it was found that none of the presented studies researched on this phenomenon in Tanzania.	10.1108/IDD-10-2021-0111	Buhomoli, OS; Muneja, PS																					2022.0					10.1108/IDD-10-2021-0111			44958	a=opendata	m=survey; m=interview	d=none	t=researcher; t=university	geo=TZA		a=opendata	m=survey	d=none	t=researcher	geo=TZA							
3185	WoS	Faculty Attitudes Towards Article Processing Charges for Open Access Articles	Open Access; Article Processing Charges; Academic Publishing; NIH Public Access Policy; Hybrid Journals; Health Sciences Faculty	Article Processing Charges (APCs) are significant charges for publishing Open Access (OA), and have no accepted standards for authors to source the funds or negotiate the charges. While there is a growing body of literature exploring academic authors' perceptions of OA publishing, there is little data on how authors pay for APCs. The aim of this study was to examine how authors prepare for and fund APCs, as well as their perceptions of these charges. In early 2021 the authors deployed a survey to Icahn School of Medicine at Mount Sinai faculty members via email. The survey was completed by 310 faculty, representing 10.6% of the active researcher population. Our findings show that about 50% of respondents include anticipated APC costs in grant applications, and that 16% of faculty will pay APCs using personal funds. Questions evaluating perception of APCs show that while the majority of respondents support the concept of Open Access, most believe that charges are too high and should not fall on authors.	10.1007/s12109-021-09820-x	Halevi, Gali; Walsh, Samantha				J		PUBLISHING RESEARCH QUARTERLY	English	Article				[Halevi, Gali; Walsh, Samantha] Icahn Sch Med Mt Sinai, New York, NY 10029 USA		20.0	0.0	SPRINGER	NEW YORK	ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES	1053-8801		2021.0	37	3	384.0	398.0	10.1007/s12109-021-09820-x	WOS:000670197100001		44958	a=openaccess	m=survey	d=med	t=researcher	geo=USA		a=openaccess	m=survey	d=med	t=researcher	geo=USA							
3186	WoS	Faculty Use of Open-Access Journals: A Case Study of Faculty Publications and Cited References at a California University	scholarly communication; publishing; authorship; open access; journals; publishing strategies; research habits	Many in the library world see open-access (OA) publishing as the way of the future, necessary to combat ever-rising costs, expand knowledge and information production, and level the playing field for researchers and students across the world. However, ingrained notions of the publishing process in academia, and concerns over OA journals' quality and costs often make researchers less enthusiastic. This study takes a close look at faculty habits at the college-department level by reviewing faculty publishing habits and cited references in those publications. Results show that the faculty in the Psychology Department at California State University, Los Angeles regularly publish at all OA levels, but utilize formal self-archiving less than what is found in their cited references. Furthermore, the department faculty cite fully OA (Gold) journals less than they publish in them.	10.3390/publications9030039	Faulkner, Kendall				J		PUBLICATIONS	English	Article				[Faulkner, Kendall] Calif State Univ Los Angeles, Univ Lib, Los Angeles, CA 90032 USA		33.0	0.0	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND			2021.0	9	3			10.3390/publications9030039	WOS:000700166500001		44958	a=openaccess	m=document review; a=biblio	d=socscie	t=none	geo=USA	authors conclude from OA characteristics of publications on publication behavior of researchers (17 researcher publications analysed) = include t=researcher?	a=openaccess	m=other	d=med	t=researcher	geo=USA							
3188	WoS	FAIR Versus Open Data: A Comparison of Objectives and Principles	FAIR Guidelines; FAIR data; Open data; Data management	This article assesses the difference between the concepts of 'open data' and 'FAIR data' in data management. FAIR data is understood as data that complies with the FAIR Guidelines-data that is Findable, Accessible, Interoperable and Reusable-while open data was born out of awareness of the need to democratise data by improving its accessibility, based on the idea that data should not have limitations that prevent people from using it. This study compared FAIR data with open data by analysing relevant documents using a coding analysis with conceptual labels based on Kingdon's theory of agenda setting. The study found that in relation to FAIR data the problem stream focuses on the complexity of data collected for research, while open data primarily emphasises giving the public access to non-confidential data. In the policy stream, the two concepts share common standpoints in terms of making data available and reusable, although different approaches are adopted in practice to accomplish these goals. In the politics stream, stakeholders with different objectives support FAIR data and from those who support open data.	10.1162/dint_a_00176	Jati, PHP; Lin, Y; Nodehi, S; Cahyono, DB; van Reisen, M																					2022.0					10.1162/dint_a_00176			44958	a=opendata; a=openpolicies	m=document review	d=none	t=none	geo=all		a=opendata	m=document review	d=none	t=none	geo=all							
3192	WoS	Finding My Way from clinical trial to open access dissemination: comparison of uptake, adherence, and psychosocial outcomes of an online program for cancer-related distress	Digital health; Psycho-oncology; Intervention; Dissemination; Open access	Purpose Few digital psycho-oncology programs have been adopted into routine practice; how these programs are used after trial completion remains unexplored. To address this, the present study transitioned our evidence-based 6-module CBT-based program, Finding My Way, into open access (OA) after completion of the RCT, and compared uptake, usage, and psychosocial outcomes to the earlier RCT. Methods Recruitment was passive, via promotion through (1) media and social media releases, (2) public lectures, (3) radio interviews and podcasts, and (4) clinician-initiated referral. Measures included number of enrolled users, number of modules completed, and pre- and optional post-measures of distress and quality of life (QOL). Results Uptake was lower in OA (n = 120; 63% of RCT). Usage was markedly lower: 1.5 modules were completed on average (vs 3.7 in RCT), and only 13% completed a 'therapeutic dose' of 4 + modules (vs. 50% in RCT). Research attrition was high; n = 13 completed post-measures. OA users were more sociodemographically and clinically diverse than RCT users, had higher baseline distress (OA M-pre = 36.7, SD = 26.5; RCT M-pre = 26.5, SD = 21.7), and reported larger pre-post reductions than their RCT counterparts (OA M-post = 23.9, SD = 20.7; RCT M-post = 21.2, SD = 21.2). Moderate improvements in mental QOL occurred during OA (M-pre = 37.3, SD = 12.6; M-post = 44.5, SD = 12.1), broadly replicating RCT findings. Conclusion Findings that OA users were more medically and sociodemographically diverse and distressed at baseline than their RCT counterparts, and - despite having lower usage of the program - achieved larger changes from baseline to post-program, will help to shape future intervention design, tailoring, and dissemination.	10.1007/s00520-022-07205-0	Beatty, L; Kemp, E; Koczwara, B																					2022.0					10.1007/s00520-022-07205-0			44958	a=openaccess	m=biblio	d=med	t=none	geo=all	not relevant because mainly about program  that is openly accessibly												
3198	WoS	Free for all, or free-for-all? A content analysis of Australian university open access policies		Introduction. The purpose of this paper is to understand the characteristics of Australian institutional open access policies and to explore the extent they represent a coherent and unified approach to delivering and promoting open access in Australia. Method. Open access policies were located using a systematic search of forty-two Australian university Websites. A formal open access policy was defined as a document with the terms open access and policy in the title, and which was located either in the institution's policy library, or elsewhere on the main university Website. Analysis. Content analysis was employed to examine policies across fourteen categories. Results. Only twenty Australian universities were found to have a formal open access policy. There was found to be a wide variation in language used, expressed intent of the policy and expectations of researchers. Few policies mentioned monitoring or compliance. Conclusions. When policies use language which does not reflect national and international understandings, and when requirements are not clear and with consequences, policies are unlikely to contribute to understanding of open access, to uptake of the policy, or to ease of transferring understanding and practices between institutions. A more unified institutional approach to open access is recommended.	10.47989/irpaper933	Wakeling, S; Kingsley, D; Jamali, HR; Kennan, MA; Sarrafzadeh, M																					2022.0					10.47989/irpaper933			44958	a=openaccess; a=openpolicies	m=document review	d=none	t=university; t=none	geo=AUS		a=openaccess	m=document review	d=none	t=none	geo=AUS							
3208	WoS	Gambling researchers' use and views of open science principles and practices: a brief report	Gambling; research design; reliability; best practice; survey	Scientists across disciplines have begun to implement 'open science' principles and practices, which are designed to enhance the quality, transparency, and replicability of scientific research. Yet, studies examining the use of open science practices in social science fields such as psychology and economics show that awareness and use of such practices often is low. In gambling studies research, no studies to date have empirically investigated knowledge of and use of open science practices. In the present study, we collected survey data about awareness and use of open science practices from 86 gambling studies research stakeholders who had attended a major international gambling studies conference in May 2019. We found that - as hypothesized - a minority of gambling research stakeholders reported: 1) either some or extensive experience using open science research practices in general, and 2) either some or regular experience using specific open science practices, including study pre-registration, open materials/code, open data, and pre-print archiving. Most respondents indicated that replication was important for all studies in gambling research, and that genetic, neuroscience, and lab-based game characteristic studies were areas most in need of replication. Our results have important implications for open science education initiatives and for contemporary research methodology in gambling studies.	10.1080/14459795.2021.1891272	LaPlante, Debi A.; Louderback, Eric R.; Abarbanel, Brett				J		INTERNATIONAL GAMBLING STUDIES	English	Article				[LaPlante, Debi A.; Louderback, Eric R.] Cambridge Hlth Alliance, Div Addict, 350 Main St,Suite 630, Malden, MA 02148 USA; [LaPlante, Debi A.] Harvard Med Sch, Dept Psychiat, Boston, MA 02115 USA; [Abarbanel, Brett] Univ Nevada, Int Gaming Inst, Las Vegas, NV 89154 USA; [Abarbanel, Brett] Univ Nevada, William F Harrah Coll Hospitality, Las Vegas, NV 89154 USA; [Abarbanel, Brett] Univ Sydney, Gambling Treatment & Res Clin, Sydney, NSW, Australia		42.0	0.0	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	1445-9795		2021.0	21	3	381.0	394.0	10.1080/14459795.2021.1891272	WOS:000635811000001		44958	a=openscience	m=survey	d=socscie	t=researcher	geo=all		a=openscience	m=survey	d=socscie	t=researcher	geo=all							
3213	WoS	Green Open Access in Astronomy and Mathematics: The Complementarity of Routines Among Authors and Readers	Open access; Digital publishing; Open science; Disciplinary cultures; Digital infrastructure; E-research	Open access (OA) to publications has become a major topic in science policy. However, electronic publication providing free access to research via the internet is more than a decade older, was invented in the 1990s and driven by parts of the scientific community. This paper focuses on two disciplines (astronomy and mathematics) in which green OA is well established. It asks how authors and readers use the central disciplinary repository and how they are thereby included in the communication system of their disciplines. Drawing on an interview study with 20 scientists from both disciplines, we analyze the main characteristics of an inclusion, possible problems that result from it and how they are being solved. The empirical results show that there is a complementarity between the routines of authors and readers that co-stabilize each other. This finding suggests that the emergence of complementary routines could be a necessary condition for the green OA model to succeed.	10.1007/s11024-020-09424-3	Taubert, Niels				J		MINERVA	English	Article				[Taubert, Niels] Bielefeld Univ, Inst Interdisciplinary Studies Sci I2SoS, POB 10 01 31, D-33501 Bielefeld, Germany		65.0	0.0	SPRINGER	DORDRECHT	VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS	0026-4695		2021.0	59	2	173.0	194.0	10.1007/s11024-020-09424-3	WOS:000598296900001		44958	a=openaccess	m=interview	d=natscie	t=researcher	geo=GER; geo=ZAF		a=openaccess	m=interview	d=engtech	t=researcher	geo=all							
3219	Scopus	Health sciences librarians’ engagement in open science: a scoping review	adoption; article; Bibliographic; bibliographic database; Cinahl; citizen science; Databases; education; eligibility; Embase; human; human experiment; Humans; interview; librarian; Librarians; library; medicine; Medicine; Medline; MEDLINE; methodology; narrative; qualitative analysis; questionnaire; Research Design; social justice; systematic review; Web of Science	Objectives: To identify the engagement of health sciences librarians (HSLs) in open science (OS) through the delivery of library services, support, and programs for researchers. Methods: We performed a scoping review guided by Arksey and O’Malley’s framework and Joanna Briggs’ Manual for Scoping Reviews. Our search methods consisted of searching five bibliographic databases (MEDLINE, Embase, CINAHL, LISTA, and Web of Science Core Collection), reference harvesting, and targeted website and journal searching. To determine study eligibility, we applied predetermined inclusion and exclusion criteria and reached consensus when there was disagreement. We extracted data in duplicate and performed qualitative analysis to map key themes. Results: We included fifty-four studies. Research methods included descriptive or narrative approaches (76%); surveys, questionnaires, and interviews (15%); or mixed methods (9%). We labeled studies with one or more of FOSTER's six OS themes: open access (54%), open data (43%), open science (24%), open education (6%), open source (6%), and citizen science (6%). Key drivers in OS were scientific integrity and transparency, openness as a guiding principle in research, and funder mandates making research publicly accessible. Conclusions: HSLs play key roles in advancing OS worldwide. Formal studies are needed to assess the impact of HSLs’ engagement in OS. HSLs should promote adoption of OS within their research communities and develop strategic plans aligned with institutional partners. HSLs can promote OS by adopting more rigorous and transparent research practices of their own. Future research should examine HSLs’ engagement in OS through social justice and equity perspectives. © 2021, Medical Library Association. All rights reserved.	10.5195/jmla.2021.1256	Giustini, D.; Read, K.B.; Deardorff, A.; Federer, L.; Rethlefsen, M.L.						Journal of the Medical Library Association	English	journalArticle													2021.0	109	4			10.5195/jmla.2021.1256			44958	a=openscience	m=document review	d=med	t=librarian	geo=all		a=openscience	m=biblio	d=med	t=librarian	geo=all							
